Solver Configuration,LTL,Instance,Result Code,Wall Time
MapleCOMSPS,safety,adding.4_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.4_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.4_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.4_k200.dimacs,UNSAT,1341.68
MapleCOMSPS,safety,adding.4_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.4_k2000.dimacs,UNSAT,5239.79
BSaLTic-EHf,safety,adding.4_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.4_k2000.dimacs,UNSAT,4587.32
MapleCOMSPS,safety,adding.4_k2000.dimacs,UNSAT,5480.72
BSaLTic-DHf,safety,adding.4_k4000.dimacs,UNSAT,6160.61
BSaLTic-EHf,safety,adding.4_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.4_k4000.dimacs,UNSAT,5552.81
MapleCOMSPS,safety,adding.4_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.4_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.4_k6000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.4_k6000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.4_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.4_k800.dimacs,UNSAT,4991.93
BSaLTic-EHf,safety,adding.4_k800.dimacs,UNSAT,3767.3
Kissat,safety,adding.4_k800.dimacs,UNSAT,2525.92
MapleCOMSPS,safety,adding.4_k800.dimacs,UNSAT,3564.73
BSaLTic-DHf,obligation,adding.4_obligation_0.smv_k100.dimacs,UNSAT,5175.79
BSaLTic-EHf,obligation,adding.4_obligation_0.smv_k100.dimacs,UNSAT,3615.37
Kissat,obligation,adding.4_obligation_0.smv_k100.dimacs,UNSAT,173.45
MapleCOMSPS,obligation,adding.4_obligation_0.smv_k100.dimacs,UNSAT,6385.72
BSaLTic-DHf,obligation,adding.4_obligation_0.smv_k1000.dimacs,UNSAT,6596.23
BSaLTic-EHf,obligation,adding.4_obligation_0.smv_k1000.dimacs,UNSAT,7056.41
Kissat,obligation,adding.4_obligation_0.smv_k1000.dimacs,UNSAT,6463.82
MapleCOMSPS,obligation,adding.4_obligation_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.4_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,adding.4_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.4_obligation_0.smv_k200.dimacs,UNSAT,2402.09
MapleCOMSPS,obligation,adding.4_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.4_obligation_0.smv_k40.dimacs,UNSAT,40.02
BSaLTic-EHf,obligation,adding.4_obligation_0.smv_k40.dimacs,UNSAT,46.17
Kissat,obligation,adding.4_obligation_0.smv_k40.dimacs,UNSAT,10.1122
MapleCOMSPS,obligation,adding.4_obligation_0.smv_k40.dimacs,UNSAT,54.28
BSaLTic-DHf,obligation,adding.4_obligation_0.smv_k800.dimacs,UNSAT,5579.77
BSaLTic-EHf,obligation,adding.4_obligation_0.smv_k800.dimacs,UNSAT,5962.97
Kissat,obligation,adding.4_obligation_0.smv_k800.dimacs,UNSAT,6722.8
MapleCOMSPS,obligation,adding.4_obligation_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.4_reactivity_0.smv_k100.dimacs,UNSAT,1374.66
BSaLTic-EHf,reactivity,adding.4_reactivity_0.smv_k100.dimacs,UNSAT,1481.57
Kissat,reactivity,adding.4_reactivity_0.smv_k100.dimacs,UNSAT,381.129
MapleCOMSPS,reactivity,adding.4_reactivity_0.smv_k100.dimacs,UNSAT,1642.47
BSaLTic-DHf,reactivity,adding.4_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.4_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.4_reactivity_0.smv_k200.dimacs,UNSAT,3384.94
MapleCOMSPS,reactivity,adding.4_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.4_reactivity_0.smv_k40.dimacs,UNSAT,7.28
BSaLTic-EHf,reactivity,adding.4_reactivity_0.smv_k40.dimacs,UNSAT,12.07
Kissat,reactivity,adding.4_reactivity_0.smv_k40.dimacs,UNSAT,5.32463
MapleCOMSPS,reactivity,adding.4_reactivity_0.smv_k40.dimacs,UNSAT,8.15
BSaLTic-DHf,reactivity,adding.4_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.4_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.4_reactivity_0.smv_k400.dimacs,UNSAT,3159.98
MapleCOMSPS,reactivity,adding.4_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.4_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.4_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.4_reactivity_0.smv_k600.dimacs,UNSAT,6541.12
MapleCOMSPS,reactivity,adding.4_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.4_reactivity_0.smv_k80.dimacs,UNSAT,218.65
BSaLTic-EHf,reactivity,adding.4_reactivity_0.smv_k80.dimacs,UNSAT,254.52
Kissat,reactivity,adding.4_reactivity_0.smv_k80.dimacs,UNSAT,123.471
MapleCOMSPS,reactivity,adding.4_reactivity_0.smv_k80.dimacs,UNSAT,236.65
BSaLTic-DHf,persistence,adding.4_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.4_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,adding.4_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,adding.4_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.4_recurrence_0.smv_k200.dimacs,UNSAT,1032.37
BSaLTic-EHf,persistence,adding.4_recurrence_0.smv_k200.dimacs,UNSAT,1533.39
Kissat,persistence,adding.4_recurrence_0.smv_k200.dimacs,UNSAT,357.017
MapleCOMSPS,persistence,adding.4_recurrence_0.smv_k200.dimacs,UNSAT,1134.4
BSaLTic-DHf,persistence,adding.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,adding.4_recurrence_0.smv_k400.dimacs,UNSAT,3442.45
MapleCOMSPS,persistence,adding.4_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.4_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.4_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,adding.4_recurrence_0.smv_k600.dimacs,UNSAT,6658.25
MapleCOMSPS,persistence,adding.4_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.4_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.4_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,adding.4_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,adding.4_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k1000.dimacs,UNSAT,5655.11
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,adding.4_safety_0.smv_k1000.dimacs,UNSAT,1860.04
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k1000.dimacs,UNSAT,5435.47
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k200.dimacs,SAT,76.46
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k200.dimacs,SAT,88.51
Kissat,guarantee,adding.4_safety_0.smv_k200.dimacs,SAT,36.9712
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k200.dimacs,SAT,75.26
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k2000.dimacs,UNSAT,5580.71
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,adding.4_safety_0.smv_k2000.dimacs,UNSAT,4891.47
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k2000.dimacs,UNSAT,5552.19
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k4000.dimacs,UNSAT,4626.02
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,adding.4_safety_0.smv_k4000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k4000.dimacs,UNSAT,4590.11
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k600.dimacs,UNSAT,3443.42
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k600.dimacs,UNSAT,3658.0
Kissat,guarantee,adding.4_safety_0.smv_k600.dimacs,UNSAT,1829.51
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k600.dimacs,UNSAT,3426.56
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k6000.dimacs,wall clock limit exceeded,7200.0
Kissat,guarantee,adding.4_safety_0.smv_k6000.dimacs,wall clock limit exceeded,7200.03
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,adding.4_safety_0.smv_k800.dimacs,UNSAT,4459.11
BSaLTic-DHf,guarantee,adding.4_safety_0.smv_k800.dimacs,UNSAT,6522.37
Kissat,guarantee,adding.4_safety_0.smv_k800.dimacs,UNSAT,2782.0
MapleCOMSPS,guarantee,adding.4_safety_0.smv_k800.dimacs,UNSAT,4362.68
BSaLTic-DHf,safety,adding.5_k100.dimacs,UNSAT,5277.14
BSaLTic-EHf,safety,adding.5_k100.dimacs,UNSAT,4046.35
Kissat,safety,adding.5_k100.dimacs,UNSAT,310.227
MapleCOMSPS,safety,adding.5_k100.dimacs,UNSAT,2799.69
BSaLTic-DHf,safety,adding.5_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.5_k1000.dimacs,UNSAT,5591.73
Kissat,safety,adding.5_k1000.dimacs,UNSAT,1813.58
MapleCOMSPS,safety,adding.5_k1000.dimacs,UNSAT,4423.54
BSaLTic-DHf,safety,adding.5_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.5_k1400.dimacs,UNSAT,4530.1
Kissat,safety,adding.5_k1400.dimacs,UNSAT,2152.19
MapleCOMSPS,safety,adding.5_k1400.dimacs,UNSAT,6045.72
BSaLTic-DHf,safety,adding.5_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.5_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.5_k200.dimacs,UNSAT,1599.37
MapleCOMSPS,safety,adding.5_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.5_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.5_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.5_k2000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.5_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.5_k4000.dimacs,UNSAT,5989.59
BSaLTic-EHf,safety,adding.5_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.5_k4000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.5_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.5_k600.dimacs,UNSAT,5156.5
BSaLTic-EHf,safety,adding.5_k600.dimacs,UNSAT,4298.32
Kissat,safety,adding.5_k600.dimacs,UNSAT,2163.8
MapleCOMSPS,safety,adding.5_k600.dimacs,UNSAT,4531.87
BSaLTic-DHf,safety,adding.5_k6000.dimacs,UNSAT,6259.92
BSaLTic-EHf,safety,adding.5_k6000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.5_k6000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.5_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k100.dimacs,UNSAT,3471.74
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k100.dimacs,UNSAT,5224.95
Kissat,obligation,adding.5_obligation_0.smv_k100.dimacs,UNSAT,237.426
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k100.dimacs,UNSAT,4629.64
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k1000.dimacs,UNSAT,6400.91
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.5_obligation_0.smv_k1000.dimacs,UNSAT,3522.87
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.5_obligation_0.smv_k200.dimacs,UNSAT,1739.21
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k40.dimacs,UNSAT,34.87
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k40.dimacs,UNSAT,32.37
Kissat,obligation,adding.5_obligation_0.smv_k40.dimacs,UNSAT,9.27293
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k40.dimacs,UNSAT,49.67
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.5_obligation_0.smv_k400.dimacs,UNSAT,4885.08
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k600.dimacs,UNSAT,5802.46
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k600.dimacs,UNSAT,4950.87
Kissat,obligation,adding.5_obligation_0.smv_k600.dimacs,UNSAT,6222.7
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k80.dimacs,UNSAT,441.86
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k80.dimacs,UNSAT,633.44
Kissat,obligation,adding.5_obligation_0.smv_k80.dimacs,UNSAT,89.1623
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k80.dimacs,UNSAT,672.54
BSaLTic-DHf,obligation,adding.5_obligation_0.smv_k800.dimacs,UNSAT,5776.44
BSaLTic-EHf,obligation,adding.5_obligation_0.smv_k800.dimacs,UNSAT,6862.43
Kissat,obligation,adding.5_obligation_0.smv_k800.dimacs,UNSAT,4310.6
MapleCOMSPS,obligation,adding.5_obligation_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.5_reactivity_0.smv_k40.dimacs,UNSAT,8.65
BSaLTic-EHf,reactivity,adding.5_reactivity_0.smv_k40.dimacs,UNSAT,6.68
Kissat,reactivity,adding.5_reactivity_0.smv_k40.dimacs,UNSAT,5.03201
MapleCOMSPS,reactivity,adding.5_reactivity_0.smv_k40.dimacs,UNSAT,8.14
BSaLTic-DHf,reactivity,adding.5_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.5_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.5_reactivity_0.smv_k400.dimacs,UNSAT,3291.43
MapleCOMSPS,reactivity,adding.5_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.5_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.5_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.5_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,reactivity,adding.5_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.5_reactivity_0.smv_k80.dimacs,UNSAT,265.56
BSaLTic-EHf,reactivity,adding.5_reactivity_0.smv_k80.dimacs,UNSAT,327.78
Kissat,reactivity,adding.5_reactivity_0.smv_k80.dimacs,UNSAT,97.5399
MapleCOMSPS,reactivity,adding.5_reactivity_0.smv_k80.dimacs,UNSAT,217.11
BSaLTic-DHf,reactivity,adding.5_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.5_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.5_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,reactivity,adding.5_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.5_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.5_recurrence_0.smv_k1000.dimacs,UNSAT,6515.25
Kissat,persistence,adding.5_recurrence_0.smv_k1000.dimacs,UNSAT,5984.77
MapleCOMSPS,persistence,adding.5_recurrence_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.5_recurrence_0.smv_k200.dimacs,UNSAT,809.53
BSaLTic-EHf,persistence,adding.5_recurrence_0.smv_k200.dimacs,UNSAT,807.15
Kissat,persistence,adding.5_recurrence_0.smv_k200.dimacs,UNSAT,377.935
MapleCOMSPS,persistence,adding.5_recurrence_0.smv_k200.dimacs,UNSAT,1228.55
BSaLTic-DHf,persistence,adding.5_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.5_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,persistence,adding.5_recurrence_0.smv_k400.dimacs,UNSAT,4807.45
MapleCOMSPS,persistence,adding.5_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.5_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.5_recurrence_0.smv_k800.dimacs,UNSAT,6833.38
Kissat,persistence,adding.5_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,persistence,adding.5_recurrence_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,guarantee,adding.5_safety_0.smv_k1000.dimacs,UNSAT,4594.69
BSaLTic-DHf,guarantee,adding.5_safety_0.smv_k1000.dimacs,UNSAT,3806.69
Kissat,guarantee,adding.5_safety_0.smv_k1000.dimacs,UNSAT,3323.44
MapleCOMSPS,guarantee,adding.5_safety_0.smv_k1000.dimacs,UNSAT,4564.53
BSaLTic-DHf,safety,adding.6_k1000.dimacs,UNSAT,5319.37
BSaLTic-EHf,safety,adding.6_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k1000.dimacs,UNSAT,4919.0
MapleCOMSPS,safety,adding.6_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.6_k1400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.6_k1400.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k1400.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.6_k1400.dimacs,UNSAT,6127.21
BSaLTic-DHf,safety,adding.6_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.6_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k200.dimacs,UNSAT,2927.06
MapleCOMSPS,safety,adding.6_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.6_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.6_k2000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k2000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.6_k2000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.6_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.6_k4000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k4000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.6_k4000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.6_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.6_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k600.dimacs,UNSAT,3860.85
MapleCOMSPS,safety,adding.6_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,safety,adding.6_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,safety,adding.6_k6000.dimacs,wall clock limit exceeded,7200.0
Kissat,safety,adding.6_k6000.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,safety,adding.6_k6000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.6_obligation_0.smv_k100.dimacs,UNSAT,2801.32
BSaLTic-EHf,obligation,adding.6_obligation_0.smv_k100.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.6_obligation_0.smv_k100.dimacs,UNSAT,249.651
MapleCOMSPS,obligation,adding.6_obligation_0.smv_k100.dimacs,UNSAT,5377.72
BSaLTic-DHf,obligation,adding.6_obligation_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,adding.6_obligation_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.6_obligation_0.smv_k1000.dimacs,UNSAT,6742.68
MapleCOMSPS,obligation,adding.6_obligation_0.smv_k1000.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.6_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,adding.6_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.6_obligation_0.smv_k200.dimacs,UNSAT,4443.72
MapleCOMSPS,obligation,adding.6_obligation_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,obligation,adding.6_obligation_0.smv_k80.dimacs,UNSAT,393.76
BSaLTic-EHf,obligation,adding.6_obligation_0.smv_k80.dimacs,UNSAT,844.41
Kissat,obligation,adding.6_obligation_0.smv_k80.dimacs,UNSAT,70.3105
MapleCOMSPS,obligation,adding.6_obligation_0.smv_k80.dimacs,UNSAT,765.84
BSaLTic-DHf,obligation,adding.6_obligation_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,obligation,adding.6_obligation_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,obligation,adding.6_obligation_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
MapleCOMSPS,obligation,adding.6_obligation_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.6_reactivity_0.smv_k100.dimacs,UNSAT,2935.34
BSaLTic-EHf,reactivity,adding.6_reactivity_0.smv_k100.dimacs,UNSAT,1801.8
Kissat,reactivity,adding.6_reactivity_0.smv_k100.dimacs,UNSAT,313.555
MapleCOMSPS,reactivity,adding.6_reactivity_0.smv_k100.dimacs,UNSAT,1765.25
BSaLTic-DHf,reactivity,adding.6_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.6_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.6_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,reactivity,adding.6_reactivity_0.smv_k200.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.6_reactivity_0.smv_k40.dimacs,UNSAT,8.44
BSaLTic-EHf,reactivity,adding.6_reactivity_0.smv_k40.dimacs,UNSAT,7.37
Kissat,reactivity,adding.6_reactivity_0.smv_k40.dimacs,UNSAT,3.87272
MapleCOMSPS,reactivity,adding.6_reactivity_0.smv_k40.dimacs,UNSAT,8.51
BSaLTic-DHf,reactivity,adding.6_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.6_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.6_reactivity_0.smv_k400.dimacs,UNSAT,6432.37
MapleCOMSPS,reactivity,adding.6_reactivity_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.6_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.6_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.6_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.01
MapleCOMSPS,reactivity,adding.6_reactivity_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,reactivity,adding.6_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,reactivity,adding.6_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
Kissat,reactivity,adding.6_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.02
MapleCOMSPS,reactivity,adding.6_reactivity_0.smv_k800.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.6_recurrence_0.smv_k100.dimacs,UNSAT,232.91
BSaLTic-EHf,persistence,adding.6_recurrence_0.smv_k100.dimacs,UNSAT,507.79
Kissat,persistence,adding.6_recurrence_0.smv_k100.dimacs,UNSAT,68.6759
MapleCOMSPS,persistence,adding.6_recurrence_0.smv_k100.dimacs,UNSAT,709.35
BSaLTic-DHf,persistence,adding.6_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-EHf,persistence,adding.6_recurrence_0.smv_k400.dimacs,UNSAT,4968.25
Kissat,persistence,adding.6_recurrence_0.smv_k400.dimacs,UNSAT,3619.38
MapleCOMSPS,persistence,adding.6_recurrence_0.smv_k400.dimacs,wall clock limit exceeded,7200.0
BSaLTic-DHf,persistence,adding.6_recurrence_0.smv_k600.dimacs,wall clock limit exceeded,7200.0
